Местное время в Вене / Швехате (аэропорт);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td;;;
11.10.2023 14:20;23.0;749.0;765.0;57;Ветер, дующий с юго-востока;5;;;;Нет существенной облачности;10.0 и более;14.0;;;
11.10.2023 13:50;23.0;749.0;765.0;61;Ветер, дующий с юго-востока;5;;;;Нет существенной облачности;10.0 и более;15.0;;;
11.10.2023 13:20;23.0;749.0;765.0;61;Ветер, дующий с юго-юго-востока;5;;;;Нет существенной облачности;10.0 и более;15.0;;;
11.10.2023 12:50;22.0;749.0;765.0;65;Ветер, дующий с юго-юго-востока;5;;;;Нет существенной облачности;10.0 и более;15.0;;;
11.10.2023 12:20;21.0;749.7;765.8;64;Ветер, дующий с юго-юго-востока;5;;;;Нет существенной облачности;10.0 и более;14.0;;;
11.10.2023 11:50;20.0;749.6;765.8;73;Ветер, дующий с востоко-юго-востока;3;;;;Нет существенной облачности;10.0 и более;15.0;;;
11.10.2023 11:20;18.0;749.5;765.8;78;Ветер, дующий с юго-востока;3;;;;Нет существенной облачности;10.0 и более;14.0;;;
11.10.2023 10:50;17.0;750.3;766.6;83;Ветер, дующий с востоко-юго-востока;3;;;;Незначительная (10-30%) 210 м;10.0 и более;14.0;;;
11.10.2023 10:20;15.0;750.1;766.6;88;Ветер, дующий с востоко-юго-востока;2;;;;Незначительная (10-30%) 90 м, рассеянная (40-50%) 150 м;10.0 и более;13.0;;;
11.10.2023 09:50;14.0;750.1;766.6;94;Ветер, дующий с юго-востока;3;;;;Незначительная (10-30%) 60 м, разорванная (60-90%) 90 м;10.0 и более;13.0;;;
11.10.2023 09:20;13.0;750.0;766.6;94;Ветер, дующий с юго-востока;3;;;;Незначительная (10-30%) 30 м, разорванная (60-90%) 60 м;9.0;12.0;;;
11.10.2023 08:50;13.0;750.0;766.6;94;Ветер, дующий с юго-юго-востока;3;;Дымка;;Незначительная (10-30%) 30 м, разорванная (60-90%) 60 м;5.0;12.0;;;
11.10.2023 08:20;13.0;750.0;766.6;94;Ветер, дующий с юго-востока;3;;Клочьями туман;;"<span class=h_0"" style=""display: inline";">Незначительная (10-30%) менее 30 м , разорванная (60-90%) 30 м</span><span class=h_1"" style=""display: none";>Незначительная (10-30%) менее 98,4 футов , разорванная (60-90%) 30 м</span>;2.6;12.0;
11.10.2023 07:50;13.0;750.0;766.6;94;Ветер, дующий с юго-востока;3;;Частичный (охватывающий часть аэродрома) туман;;"<span class=h_0"" style=""display: inline";">Незначительная (10-30%) менее 30 м , разорванная (60-90%) 30 м</span><span class=h_1"" style=""display: none";>Незначительная (10-30%) менее 98,4 футов , разорванная (60-90%) 30 м</span>;0.7;12.0;
11.10.2023 07:20;13.0;750.0;766.6;94;Ветер, дующий с юго-востока;2;;Частичный (охватывающий часть аэродрома) туман;;"<span class=h_0"" style=""display: inline";">Незначительная (10-30%) менее 30 м , разорванная (60-90%) 30 м</span><span class=h_1"" style=""display: none";>Незначительная (10-30%) менее 98,4 футов , разорванная (60-90%) 30 м</span>;1.3;12.0;
11.10.2023 06:50;12.0;749.2;765.8;100;Ветер, дующий с юго-востока;3;;Частичный (охватывающий часть аэродрома) туман;;"<span class=h_0"" style=""display: inline";">Незначительная (10-30%) менее 30 м , разорванная (60-90%) 30 м</span><span class=h_1"" style=""display: none";>Незначительная (10-30%) менее 98,4 футов , разорванная (60-90%) 30 м</span>;0.8;12.0;
11.10.2023 06:20;12.0;749.2;765.8;100;Ветер, дующий с юго-юго-востока;4;;Туман;;Разорванная (60-90%) 30 м;0.7;12.0;;;
11.10.2023 05:50;12.0;749.2;765.8;100;Ветер, дующий с юго-юго-востока;4;;Клочьями туман;;Разорванная (60-90%) 30 м;1.1;12.0;;;
11.10.2023 05:20;12.0;749.2;765.8;100;Ветер, дующий с юго-юго-востока;2;;Клочьями туман;;Разорванная (60-90%) 30 м;0.8;12.0;;;
11.10.2023 04:50;12.0;749.2;765.8;100;Ветер, дующий с юго-юго-востока;3;;Туман;;"<span class=h_0"" style=""display: inline";">Незначительная (10-30%) менее 30 м , разорванная (60-90%) 30 м</span><span class=h_1"" style=""display: none";>Незначительная (10-30%) менее 98,4 футов , разорванная (60-90%) 30 м</span>;0.8;12.0;
11.10.2023 04:20;12.0;749.2;765.8;94;Ветер, дующий с юга;3;;Туман;;"<span class=h_0"" style=""display: inline";">Незначительная (10-30%) менее 30 м , разорванная (60-90%) 30 м</span><span class=h_1"" style=""display: none";>Незначительная (10-30%) менее 98,4 футов , разорванная (60-90%) 30 м</span>;0.6;11.0;
11.10.2023 03:50;12.0;749.2;765.8;100;Ветер, дующий с юго-юго-востока;2;;Клочьями туман, дымка;;Рассеянная (40-50%) 30 м;5.0;12.0;;;
11.10.2023 03:20;11.0;749.1;765.8;100;Ветер, дующий с юга;3;;;;Нет существенной облачности;6.0;11.0;;;
11.10.2023 02:50;12.0;749.2;765.8;94;Ветер, дующий с юго-юго-востока;3;;Дымка;;Нет существенной облачности;5.0;11.0;;;
11.10.2023 02:20;12.0;749.2;765.8;94;Ветер, дующий с юга;4;;;;Нет существенной облачности;6.0;11.0;;;
11.10.2023 01:50;12.0;750.0;766.6;94;Ветер, дующий с юга;2;;Дымка;;Нет существенной облачности;5.0;11.0;;;
11.10.2023 01:20;12.0;750.0;766.6;100;Ветер, дующий с юго-юго-востока;3;;;;Нет существенной облачности;6.0;12.0;;;
11.10.2023 00:50;13.0;750.0;766.6;94;Ветер, дующий с юго-юго-востока;2;;;;Нет существенной облачности;9.0;12.0;;;
11.10.2023 00:20;13.0;750.0;766.6;94;Ветер, дующий с юга;2;;;;Нет существенной облачности;10.0 и более;12.0;;;
10.10.2023 23:50;14.0;750.1;766.6;88;Ветер, дующий с юга;4;;;;Незначительная (10-30%) 1380 м;10.0 и более;12.0;;;
10.10.2023 23:20;14.0;750.1;766.6;94;Ветер, дующий с юга;3;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 22:50;14.0;750.1;766.6;94;Ветер, дующий с юга;3;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 22:20;14.0;750.1;766.6;94;Ветер, дующий с юга;2;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 21:50;15.0;750.1;766.6;88;Ветер, дующий с юга;3;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 21:20;16.0;750.2;766.6;83;Ветер, дующий с юго-запада;2;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 20:50;16.0;750.2;766.6;83;Ветер, дующий с юго-запада;4;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 20:20;17.0;750.3;766.6;77;Ветер, дующий с западо-юго-запада;3;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 19:50;17.0;750.3;766.6;77;Ветер, дующий с западо-юго-запада;3;;;;Незначительная (10-30%) 1440 м;10.0 и более;13.0;;;
10.10.2023 19:20;17.0;750.3;766.6;77;Ветер, дующий с западо-юго-запада;2;;;;Незначительная (10-30%) 1380 м;10.0 и более;13.0;;;
10.10.2023 18:50;18.0;750.3;766.6;73;Ветер, дующий с запада;3;;;;Незначительная (10-30%) 1380 м, разорванная (60-90%) 1440 м;10.0 и более;13.0;;;
10.10.2023 18:20;17.0;750.3;766.6;77;Переменное направление;1;;;;Незначительная (10-30%) 1500 м;10.0 и более;13.0;;;
10.10.2023 17:50;18.0;750.3;766.6;73;Ветер, дующий с запада;3;;;;Незначительная (10-30%) 1500 м;10.0 и более;13.0;;;
10.10.2023 17:20;19.0;749.6;765.8;68;Ветер, дующий с запада;3;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 16:50;20.0;749.6;765.8;64;Ветер, дующий с запада;4;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 16:20;20.0;749.6;765.8;64;Ветер, дующий с запада;4;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 15:50;20.0;749.6;765.8;64;Ветер, дующий с западо-северо-запада;4;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 15:20;20.0;749.6;765.8;60;Ветер, дующий с западо-северо-запада;4;;;;Незначительная (10-30%) 900 м;10.0 и более;12.0;;;
10.10.2023 14:50;20.0;749.6;765.8;64;Переменное направление;3;8;;;Незначительная (10-30%) 900 м;10.0 и более;13.0;;;
10.10.2023 14:20;20.0;749.6;765.8;64;Ветер, дующий с запада;6;;;;Нет существенной облачности;10.0 и более;13.0;;;
10.10.2023 13:50;20.0;749.6;765.8;60;Ветер, дующий с западо-северо-запада;5;;;;Незначительная (10-30%) 960 м;10.0 и более;12.0;;;
10.10.2023 13:20;20.0;749.6;765.8;64;Ветер, дующий с северо-запада;4;;;;Незначительная (10-30%) 840 м, разорванная (60-90%) 1320 м;10.0 и более;13.0;;;
10.10.2023 12:50;20.0;749.6;765.8;64;Ветер, дующий с западо-северо-запада;5;;;;Незначительная (10-30%) 660 м, рассеянная (40-50%) 1380 м;10.0 и более;13.0;;;
10.10.2023 12:20;20.0;750.4;766.6;64;Ветер, дующий с западо-северо-запада;4;;;;Незначительная (10-30%) 1500 м;10.0 и более;13.0;;;
10.10.2023 11:50;18.0;750.3;766.6;73;Ветер, дующий с запада;4;;;;Нет существенной облачности;10.0 и более;13.0;;;
